lord_id,name,alliance_id,alliance_tag,town_center,home_server,in_power_rankings,power,map_id,units_killed,faction,merits,highest_power,legion_power,tech_power,building_power,hero_power,units_dead,units_healed,city_sieges,defeats,victories,scouted,gold,wood,ore,mana,gems,resources_given,resources_given_count,helps_given,gold_spent,wood_spent,stone_spent,mana_spent,gems_spent,killcount_t5,killcount_t4,killcount_t3,killcount_t2,killcount_t1
1038031,BoàtyMcBoatFace,275330,BTX',25,99,True,468363067,99,1308768902,Wilderburg,30925848,507210084,407274444,31734406,18820467,10533750,8422298,922282296,819,290971,218230,598,1055069308,1892140689,919063787,1004376332,403,3464333162,711,86289,36767856416,39919455547,33360134343,28633225963,32201533,681035668,495585534,27693875,10568412,92615815
1209648,BLIИK,275330,BTX',25,99,True,423009109,99,2109034956,Wilderburg,53631762,423009109,360870526,31734406,18820467,11583710,10100940,1309865418,5525,374955,348571,2448,1821986689,684714193,816060088,1428419730,26,1915283670,395,95500,68381177321,58797756661,46751863770,46381636089,32908558,1026264340,869398654,66765359,41815620,94219369
2554608,Joker7even,275330,BTX',25,99,True,418194127,99,1700551125,League of Order,43794888,418194127,357365724,31734406,18820467,10273530,5540460,1034455249,1172,329839,330222,1563,167583912,129390168,47358164,376358440,68,15728490925,3247,63035,24101108940,20869174733,16875795553,16030721093,13489537,812786942,764679781,34345663,15496692,72746333
5272529,Humble Soju,275330,BTX',25,99,True,392528141,99,1852572470,League of Order,49716030,434489669,332168238,31734406,18820467,9805030,15426912,988448853,2300,304976,263119,548,208770275,93459192,343567695,879195243,228,10500060236,2248,75333,28585322504,25392586435,16011142368,17585584812,17476043,674332333,958346435,92482277,50911357,71770559
5000607,S O R E N,275330,BTX',25,99,True,313027189,99,1648534769,League of Order,45108924,315355486,252092346,31734406,18820467,10379970,3795154,781550226,1057,157710,410430,376,414872564,437268424,265834656,3898515312,97,405533838,90,98063,7342458530,7885091980,3083394426,3792200289,9498994,659836882,882309481,37868285,13297792,54680199
4997858,神农ᶦᵒⁿᶻ,275330,BTX',25,99,True,303244688,99,1466129789,Wilderburg,48612937,333526239,242226495,31734406,18820467,10463320,5970955,949816755,898,399358,286317,338,1261275823,1114301388,823114938,2213052713,284,4165683613,846,36830,23112606026,20380743533,12745435991,13870505363,11757312,611194381,733645141,19598640,13306205,87763126
6384066,lIIIlIlllIlIllI,275330,BTX',25,99,True,277212421,99,1476588102,League of Order,29780641,278145781,215690958,31734406,18820467,10966590,1132574,614439576,175,58958,252017,719,3560330170,2898174515,1926381636,3660696653,20813,3773922661,774,214767,14677561917,14491719621,9279190548,7796974034,9503335,317977646,1042887092,49008227,23023294,43462791
2189543,ᴿᵒʷRomolusRemus,275330,BTX',25,99,True,271177458,99,1514465904,League of Order,40167459,276118359,211586140,31732531,18820467,9038320,822378,887568165,456,159793,470133,898,153992516,293407100,300365043,5935967726,24,4203748833,868,132311,12138530247,11301479598,9154463812,7759123676,3562478,705892322,599718861,24097160,8401376,176111387
3238703,SugarWoogy,275330,BTX',25,99,True,260275469,99,970833934,Wilderburg,42577656,261474200,199969051,31732531,18820467,9753420,8479836,736272229,2316,279538,180464,1026,6669914,9189858,2470370,13766232,2,331415258,67,47289,32192676201,33693897520,32952483752,26331051760,19484632,515695049,379850328,27546017,13254203,32434771
4697590,ᴇ  ᴠ  ᴀ,275330,BTX',25,99,True,250353560,99,839810748,League of Order,21927816,250353560,190650286,31734406,18820468,9148400,1569965,605314160,508,166164,180887,722,423340345,255685838,400940890,2977936786,89,894141946,184,102555,7753597255,7590224381,5144759228,4469801822,2410576,318802465,421533000,29867070,19063898,49784912
5878380,Pingᴰᴱᴹᴼᴺァ,275330,BTX',25,99,True,239027072,99,974434937,League of Order,15607439,239032422,179738888,31734406,18820468,8733310,2435561,528866365,457,190778,194504,549,488115705,276604110,154651381,784546222,236,10443385677,2268,124769,15253503493,13618256172,8051885831,8465199677,5530066,247926101,661192201,8548337,2365836,54207147
5114387,Poohpo0h,275330,BTX',25,99,True,237028560,99,655618358,League of Order,24160648,237028560,177357937,31734406,18820467,9115750,1956785,529321266,645,176026,173339,278,858887016,593472377,574099579,4301265671,57,3417951089,687,75862,10538492061,8620013084,6212790960,5213351573,2011530,255471211,338266543,24323924,11269519,26031838
4280857,Narr,275330,BTX',25,99,True,235544186,99,1132661017,League of Order,13368407,235555826,174563543,31734406,18820467,10425770,144312,436451083,57,116659,190052,262,533893139,409085246,270197038,846902145,270,5221401555,1093,61623,8127320647,7204793010,3928031962,3925839430,4521332,303453190,684692061,61821631,49824310,32711797
4956028,ʳˢˢKangkung,275330,BTX',25,99,True,229064772,99,889010364,League of Order,13643591,229064772,169862619,31734406,18820467,8647280,557716,539159057,216,204329,179459,337,354638685,396625005,406381589,4571046010,385,1485176583,304,63574,6038479401,6786922045,3024841322,3670812100,3377631,298156505,513053329,36366318,20287114,20936863
4833590,ᴱᴰᴸ Demouz,275330,BTX',25,99,True,219111093,99,926235111,Wilderburg,16188296,219111093,158393070,31734406,18820467,10163150,927153,435901873,207,114297,184232,526,817955875,520799872,549046427,1212219937,148,698586712,158,109635,12324448967,8037006714,6598987205,6481321089,6014958,241674005,587601627,27508872,13395896,55856345
2507577,T1이상혁TheGOAT,275330,BTX',25,99,True,218201793,99,1217317839,League of Order,45566166,226205713,157596710,31734406,18820467,10050210,1285739,831994190,373,272400,329766,1183,1640902107,1308715621,1336419081,6682611844,13763,1121196062,227,153094,26114648865,23498146932,19377942942,16497941427,9072140,707431527,430539204,12252333,6793162,60124747
5522675,ᴅᴀʀᴋメ,275330,BTX',25,99,True,218179479,99,834899238,League of Order,19342939,218179479,156979546,31734406,18820467,10645060,865759,452359739,293,122510,267651,277,573284688,478859383,478908936,1594452818,116,908824969,188,147691,11302006065,10606853090,6759413049,6390288345,7816667,407989153,362982651,7208789,4435638,52150477
5222011,ʙᴛxメ Leonhart,275330,BTX',25,99,True,216484471,99,885395449,League of Order,28702605,218282021,155431748,31734406,18820467,10497850,3144868,485626787,2339,109530,241050,918,1174751284,720782106,552546864,1278525763,4473,1139316167,246,92433,10210784467,8758606162,5669434801,5499280078,5713662,306506385,377782599,25168552,10330001,163948059
1521335,2K2Ę,275330,BTX',25,99,True,204024394,99,561300454,Wilderburg,15250818,214390074,144136541,31734406,18820467,9332980,2692315,440749779,1005,83846,213666,928,2604290000,1852393014,1617354708,943817109,15769,7083150367,1420,138809,20069746988,18858236040,15547445616,12103383171,8751040,301077936,217908674,13745729,7229244,19282827
5011528,Invicta예수,275330,BTX',25,99,True,202977787,99,610552120,League of Order,10671372,202977787,145823593,31734406,18820468,6599320,511630,345993772,270,85712,122213,266,200842347,115595938,143171753,662775463,394,1455385771,299,40935,2115511537,2258618295,1453716891,868586523,2129808,204007051,359812910,11423109,3612645,31475528
4907747,ᵂᴸ ᴛʜᴇ ʟɪᴏɴ,275330,BTX',25,99,True,194153194,99,408186114,League of Order,17809897,194153194,133417731,31734406,18820467,10180590,615650,432113912,193,114159,133982,789,713152668,972239862,932086364,2841379667,98,286835311,74,83153,14818564993,13223113283,6748682640,8459013444,7068633,187138035,164656519,5666318,3278160,47216713
1902775,亗WIZ么RD,275330,BTX',25,99,True,192152988,99,858050683,League of Order,18039911,192152988,131338690,31732531,18820467,10261300,3722037,533410104,1395,115122,174951,822,1242392878,324673343,1927606249,1741885885,537,2013621847,448,127893,8610575272,7745009864,5299598457,5237303599,4412935,378518260,417103602,22910494,10351632,27079602
4967387,ᵂᴸ Hùmbłé M Á Ð,275330,BTX',25,99,True,191080918,99,691411818,League of Order,28988576,191080918,131988465,31734406,18701217,8656830,3974288,525510078,1136,115188,195398,2858,441169950,425727875,722878603,4548892676,18,3376847941,712,127741,16185477798,14297955488,7846083223,8690790695,6008189,297483279,324993213,12196494,5660331,50280721
4854901,ᵘᵒᵘKnot,275330,BTX',25,99,True,185909534,99,1133778990,Wilderburg,28232711,187114883,127170395,31732531,18820468,8186140,2073675,534196972,1073,115340,208224,548,319419170,281386595,1074075602,2611035992,718,2272196137,519,89460,5062208670,5083930864,3012821599,2791066479,1330311,318473520,557986727,89332994,51715958,114257380
8445937,ʙᴛx イチゴichigo,275330,BTX',25,99,True,184748869,99,1410776599,League of Order,48126424,211188607,123621976,31734406,18820467,10572020,2182930,602016675,811,169901,233413,738,275984532,173642901,289026719,2926734963,207,2896096707,645,157214,26709744516,25362279765,18281913505,17440280522,9767126,415746075,845147921,36966299,19501799,92409946
4823384,KillèrBee,275330,BTX',25,99,True,184366544,99,526176899,League of Order,15420309,188346334,123564011,31734406,18820467,10247660,533644,461497430,8,112748,186392,266,903696838,816148322,595009143,2221831161,105,3469499741,705,83353,7115877169,7645059832,4329994948,3726270446,4929589,219563081,263081211,8381865,3179280,31931303
4907753,ᵂᴸ Just SCɅRY ャ,275330,BTX',25,99,True,183636552,99,505110711,League of Order,21486200,183650802,124731634,31732531,18820467,8351920,1425276,430030992,333,108131,196628,1003,464685379,526705399,840649200,3287154733,20,597390438,128,68092,10934825788,9484756751,6000621727,6241477687,4520778,254982199,203432241,4295047,2690880,39494570
4606038,Humble Hvn,275330,BTX',25,99,True,183167412,99,763605582,League of Order,26792122,183167412,123398919,31734406,18820467,9213620,5140527,406404030,1039,91246,211430,411,237934046,130732422,189676648,2363099394,240,2744941410,594,98384,9258971168,7611774295,5601582509,5164161840,3849688,301970536,393153704,9631749,4902748,53489698
5380029,日本Sendoo,275330,BTX',25,99,True,183121522,99,1216389730,League of Order,21548319,183121522,124072424,31732531,18486507,8830060,1843116,463772205,208,43455,263361,355,1667032561,1647408626,1190068430,4036535083,4159,1202600602,272,93286,10370830517,9231329770,7426801991,5421906564,2354732,478835401,648765715,26883947,11601870,50131366
2069785,Yvel,275330,BTX',25,99,True,179629632,99,705382450,Wilderburg,23119253,186326252,119955049,31734406,18820467,9119710,2818667,517045612,248,159894,161926,1461,1282624947,1134638299,780634166,4050108860,651,491436307,119,111994,12560060877,12631456799,4742492349,7057580019,4864691,373414174,258464775,7924133,3851825,61522131
7027699,Kube,275330,BTX',25,99,True,178290270,99,537207616,League of Order,28678483,178290270,118492002,31732531,18820467,9245270,2046111,422522276,55,104392,169595,411,1794595991,1125589635,1084446787,3567141830,290,316417002,67,141774,11602000983,9486703338,5144430142,6154426928,3865451,250107632,251099705,5884623,3517666,26552473
3571658,痛みKamikaze,275330,BTX',25,99,True,176351959,99,862618217,Wilderburg,17506800,182753169,117713916,31734406,18820467,8082580,2926559,598070167,561,148806,171584,1619,3442042426,2752198541,2321161893,4090197142,1265,4189094822,857,180577,14130400421,13342172800,8199771615,7809664781,3613599,236934756,563243624,22362511,8074105,31577415
