lord_id,name,alliance_id,alliance_tag,town_center,home_server,in_power_rankings,power,map_id,units_killed,faction,merits,highest_power,legion_power,tech_power,building_power,hero_power,units_dead,units_healed,city_sieges,defeats,victories,scouted,gold,wood,ore,mana,gems,resources_given,resources_given_count,helps_given,gold_spent,wood_spent,stone_spent,mana_spent,gems_spent,killcount_t5,killcount_t4,killcount_t3,killcount_t2,killcount_t1
11399110,Teddy一纵横,179628,B&R,25,156,True,216560193,156,976899461,League of Order,21370337,246629103,157513590,31734406,18820467,8491730,6346877,755722842,274,351474,131016,459,99744752,71550665,43304513,3173241437,1340,6136909407,1230,71935,17059346643,17771739233,7399364385,7838877799,5969400,363637319,509875258,34396818,12387356,56328933
11021949,Geely 羅佑,179628,B&R,25,156,True,205517493,156,916876861,Wilderburg,46181785,230552026,145216160,31734406,18820467,9746460,3372536,625904398,303,183312,172728,981,584288238,605147671,569473517,3340002258,19972,170520800,35,157854,14256072545,15510444397,10846169796,9689218135,8123641,472919293,406241823,7056983,1962664,28524973
6898842,Fate一纵横,179628,B&R,25,156,True,205305579,156,1462041565,League of Order,39262582,235316586,145070586,31734406,18820467,9572120,3240418,834542430,747,328918,196276,671,772570482,651423863,596615156,2648605164,49520,485974136,100,74965,10799142106,10263486478,5586697074,6152952966,3322874,516491223,769656953,51821038,28568920,93055198
982420,窮撚仇富仔,179628,B&R,25,156,True,190474356,156,1354939322,Wilderburg,26280524,195624353,131077033,31734406,18820467,8842450,3151860,609112639,1113,135081,182940,538,167378582,204553152,131746819,4092324912,2325,2075149631,428,88318,11953215490,10425023094,7455666162,6740901610,4076819,422698023,738125880,42354165,21622748,129546245
6981558,FLASH开罐器,179628,B&R,25,156,True,189151574,156,859334399,League of Order,23286811,189151574,128836966,31732531,18820467,9761610,1101036,484797743,265,85343,177354,453,43016950,25987397,89434156,170768712,150,467117000,115,40716,8122662862,5423945360,5860667574,4789239692,5062359,346457044,477468156,11523105,4921391,18687678
7042990,ArtɦurPendragon,179628,B&R,25,156,True,165993691,156,1057464292,League of Order,34477631,183597765,106096283,31732531,18820467,9344410,5052684,706880900,149,268231,192090,570,252760238,292688920,517928194,2286187637,358,200000000,40,49438,24905758089,24599894190,14788698626,15833816920,5264558,415733188,547836004,33072275,16964064,43606527
11055044,ᴹᵃᵐᵃ Mia 白迷人,179628,B&R,25,156,True,165008324,156,712647300,Wilderburg,24343303,190680867,104330441,31734406,18820467,9403010,4303062,601911910,484,229164,127256,570,498215382,443066956,368172612,2597528295,1510,1113043870,233,77374,7595823188,8747128564,5460276031,4345515207,4427334,322506658,273983204,20678887,7672194,87221385
11049691,fate一纵横,179628,B&R,25,156,True,161077322,156,546822272,League of Order,12024403,177667110,102070534,31732531,18820467,8453790,912303,375887180,41,124856,163946,226,1361021197,798710874,577545679,3314273064,60,1065153424,215,80810,12503416189,12380998579,7622600232,7506976051,7021692,271015379,247359291,5611747,1165089,21628697
7065168,EternalBalance,179628,B&R,25,156,True,159686392,156,661822009,League of Order,17062852,159686392,99790034,31732531,18820467,9343150,2152547,514076492,436,207165,131980,1495,2540152781,2223276446,1950207508,3731421218,6904,364255372,99,120932,11305222442,10031805469,6359348441,6178966001,5497390,249071213,357164125,14110719,9164969,31669354
7218320,Archangel Lord,179628,B&R,25,156,True,152448711,156,644981425,Wilderburg,18775496,168506401,90673618,31734406,18820467,11220220,2425464,425035335,398,126258,113970,899,922891373,907351838,646738056,2546796910,81,58224037,12,59278,9849436350,9723685402,6216445410,6182062437,8580653,269760609,307504319,3983145,1809065,61660003
3469217,ʚɞMắt Hípʚɞ,179628,B&R,25,156,True,151338825,156,1094311440,League of Order,33546427,159045749,92399217,31732531,18820467,8386610,3294999,537954027,444,118396,211034,1513,1317759747,2905610524,2232999884,5863316288,30,6181043921,1247,125747,14743998342,12348484295,10432365863,7880475929,5240605,405540541,565822232,29731079,12602326,79228040
7051363,iamRA,179628,B&R,25,156,True,150217138,156,1120032962,League of Order,37646561,150217138,90624259,31732531,18820468,8911880,530398,444996147,19,33509,463891,209,2118358480,1799231046,2291861539,3850395630,512,1056000,1,90133,8765253296,9259172545,8195620814,5961789772,2983906,557417804,490528249,6420518,4061472,61591294
6914041,FlyingNimbus,179628,B&R,25,156,True,147130044,156,483383516,League of Order,16359703,147130044,90319606,31732531,18505077,6572830,385986,413448052,57,152667,116143,550,2770517932,1756779825,1673282589,2166655399,2416,60505052,21,132335,6289709638,5209389197,3741617949,3569688924,1804730,215721149,220696366,3224685,906529,42829432
11089322,窮撚扮闊佬,179628,B&R,25,156,True,146732610,156,572431460,Wilderburg,16387403,148027954,88132337,31734406,18820467,8045400,2733688,399381090,250,127228,92090,380,1125745933,838575011,457187691,1523209226,1139,2045321399,431,94140,9315175361,9362255177,3994791035,4572277900,2622753,199340808,312983759,10028768,3189924,46692941
7026495,ᴺᴷᴿᴵBrush一纵横,179628,B&R,25,156,True,142114847,156,656673694,League of Order,19683477,144404781,83546614,31734406,18820467,8013360,3758152,439009807,968,193167,132389,692,1102876637,930784037,711790032,3046550748,324,3417661147,699,87541,10499529953,10911882255,6203959227,5429265406,804485,206082217,384328427,30449353,11811697,22648576
6960345,sᴉᴎᴠᴏ,275032,BR-Y,25,156,True,141457049,24037,519445540,League of Order,1889529,145186298,82234456,31734406,18820467,8667720,1921155,360719054,320,118502,106532,249,154366476,107170761,59196634,111410355,41,369429435,87,62269,15347413380,15079931918,5620132183,8760914151,6212850,204698965,276570564,4056561,1923901,32068338
7750792,UknowIwin,179628,B&R,25,156,True,140933104,156,303748212,Springwardens,14006825,140933104,81220511,31734406,18820467,9157720,879801,240890366,139,93558,98009,119,1512124364,2821448341,1337393235,2861621863,7935,223185829,57,109802,6673384535,8403776972,4805103725,4749620088,1708717,109225115,161597270,16016249,7491372,8957164
11020840,Mister藍寶,179628,B&R,25,156,True,138854258,156,283717185,League of Order,13938239,138858338,80504640,31732531,18065147,8551940,2150564,233608938,119,129755,92090,72,585655656,498890029,456479933,1352465601,687,524233691,106,106854,8375848284,8271076459,6087016005,4497811269,6043361,144734345,127641219,1639682,1070453,8587838
5876084,Kɔjirɔ,179628,B&R,25,156,True,133900462,156,331347852,League of Order,13713039,133900462,76482079,31734406,18820467,6863510,465880,250905420,58,62756,115240,421,1200908261,488055454,562410784,1623045254,83,650000270,134,103058,7211503329,5690980600,4309266497,3832517121,2782986,159570673,150003234,6479573,7557471,7706532
7260365,Monstracity,179628,B&R,25,156,True,131138831,156,351472144,Springwardens,14247284,131138831,71428448,31734406,18820467,9155510,1155592,342463650,47,91843,95818,250,685094855,432560170,311361718,360050826,436,1,1,86377,7336402076,6812454700,4009641489,3845615692,2878803,140898876,161551838,14981732,5923512,28064131
10362718,ß2,179628,B&R,25,156,True,129122237,156,868954363,League of Order,25066289,132860428,70568914,31734406,18820467,7998450,2234542,439640619,1041,165680,158197,365,978084957,708884525,964094662,3688182455,575,16319345890,3278,67804,17205599710,15964422050,12846586712,5510714915,1370221,338191641,340989898,72899208,37409080,78405047
