lord_id,name,alliance_id,alliance_tag,town_center,home_server,in_power_rankings,power,map_id,units_killed,faction,merits,highest_power,legion_power,tech_power,building_power,hero_power,units_dead,units_healed,city_sieges,defeats,victories,scouted,gold,wood,ore,mana,gems,resources_given,resources_given_count,helps_given,gold_spent,wood_spent,stone_spent,mana_spent,gems_spent,killcount_t5,killcount_t4,killcount_t3,killcount_t2,killcount_t1
6898842,Fate一纵横,179798,BR-G,25,156,True,181155424,27010,1555545663,League of Order,31515096,264075161,120974341,31734406,18820467,9625320,3669130,887794777,754,395347,207544,702,772823575,657741847,622005933,2941174703,49520,485974136,100,78562,13714128794,13219148724,6051251241,7780538293,3442419,569046935,809442663,51858503,28657985,94085057
7218320,Archangel Lord,179798,BR-G,25,156,True,180759111,27010,680018992,Wilderburg,11912377,196108841,118531608,31734406,18820467,11672630,2642991,465512726,399,141686,122873,908,936816976,920678626,647038529,2819499541,81,58224037,12,61609,11386760981,11246553338,7669597410,7325803937,10004389,290046978,321271933,3991015,2079867,62362877
11020840,Mister藍寶,179628,B&R,25,156,True,173741482,27010,315506085,League of Order,13358183,175219682,114895524,31732531,18065147,9048280,2408661,267312613,123,169089,100354,73,596493866,500150029,462537603,1491878794,687,524233691,106,113281,10589715325,10916727459,7311142036,6126908194,6918763,162523215,141416851,1641819,1087065,8786822
11021949,Geely 羅佑,179628,B&R,25,156,True,173103700,27010,1017037389,Wilderburg,32349104,230552026,112365717,31734406,18820467,10183110,3694629,689405068,335,213327,195613,1005,597759712,698914282,577790516,3811856204,20344,170520800,35,166287,15098954028,16223349100,11416644980,10168862854,8901855,532090468,445512284,7096623,2098048,30059440
11049691,fate一纵横,179798,BR-G,25,156,True,160641724,27010,594849712,Wilderburg,17224755,177726212,101184406,31732531,18820467,8904320,1503140,409708688,54,152528,168558,232,1361023236,799123238,577682314,3347932149,61,4166519400,851,82525,14494349700,14053081216,8794690554,7850779870,7086429,298078083,267374381,5666937,1179255,22507966
7065168,EternalBalance,179798,BR-G,25,156,True,154883584,27010,690702591,League of Order,11049902,160811082,94428216,31732531,18820467,9902370,2290030,545147031,452,233610,139286,1502,2570476691,2268690600,2063268434,3950499075,6954,364255372,99,123224,11844232685,10577128747,6463395161,6415087639,6012320,265411732,369491047,14112483,9174329,31865937
982420,窮撚仇富仔,179798,BR-G,25,156,True,154243519,27010,1461808236,Wilderburg,30681117,195624353,94874436,31734406,18820467,8814210,4108486,661860299,1166,145850,198124,572,169837408,220571964,131766686,4392167081,2325,2075149631,428,94144,13367645072,11709481361,8501951517,7509832257,4216960,472240582,787170722,42946157,21788473,137058773
6960345,sᴉᴎᴠᴏ,-,-,25,156,True,141457049,156,519445540,League of Order,-,145186298,82234456,31734406,18820467,8667720,1921155,360719054,320,118502,106532,249,154366476,107170761,59196634,111410355,41,369429435,87,62269,15347413380,15079931918,5620132183,8760914151,6212850,204698965,276570564,4056561,1923901,32068338
11089322,窮撚扮闊佬,179628,B&R,25,156,True,140833323,27010,595422403,Wilderburg,8681991,148459210,81897240,31734406,18820467,8381210,2906533,422286259,262,148207,98644,394,1137471389,853864757,458499293,1594258997,1139,2045321399,431,96016,9539484421,9590618237,4209534388,4673266081,2828329,212148122,322591028,10031080,3201646,47250618
7260365,Monstracity,179798,BR-G,25,156,True,134692466,27010,385123923,Springwardens,11406667,135320881,74826973,31734406,18820467,9310620,1503295,380195726,49,105282,102887,269,815491877,458740672,316312687,410102876,436,1,1,89433,8789432955,7924913101,4707320898,4558362324,3583220,156766082,178260614,14986596,5928924,29128350
12046244,ᴿᵃᶻᵉ小貓肚子餓了,179798,BR-G,25,156,True,133405888,27010,544308563,League of Order,10374025,133479286,75504040,31732531,18820467,7348850,466103,293463258,259,22521,184338,1413,1849188714,1795223422,2149503992,4362577751,4,392701726,86,95013,7562604415,6691323345,4235265972,3739768263,2364101,172686046,323608226,9847090,3619793,34469358
7026495,ᴺᴷᴿᴵBrush一纵横,179798,BR-G,25,156,True,129799156,27010,680509787,League of Order,8813370,146079336,71174193,31734406,18820467,8070090,3902992,462430732,975,213027,140306,716,1122741687,993998816,712090569,3312207450,324,4332661147,882,89812,11418052685,11853969203,6448245959,5660737496,849769,218757867,394965249,30463666,11813266,23151511
11399110,Teddy一纵横,179798,BR-G,25,156,True,128925266,27010,1011818009,League of Order,13531588,246629103,69763003,31734406,18820467,8607390,6864182,780199267,275,369755,138873,463,102594752,73831649,45959666,3340813243,1340,6136909407,1230,73388,17366044184,18100967628,7626880105,7984108323,6054076,384521171,523450252,34488328,12428836,56653101
7183495,Leeenz,179798,BR-G,25,156,True,127333138,27010,229291971,League of Order,8235399,127940158,69349090,31732531,18820467,7431050,709617,220085638,12,41334,148390,214,1871034745,2492228370,2295895403,2950492220,17670,30000000,6,111150,4361556480,5835125964,3952845819,3546909851,1481664,101441949,107904305,2478503,3071892,14382548
7042990,ArtɦurPendragon,179798,BR-G,25,156,True,127077444,27010,1137798453,League of Order,29830413,212540756,66655896,31732531,18820467,9868550,6306690,767842348,169,311310,205052,626,262836266,324487575,519646773,2470457161,358,200000000,40,52106,30556614822,30496795872,16021697636,19119476513,6193133,463276355,578791202,33211900,17154575,45097461
7041901,Ynix jr,179798,BR-G,25,156,True,125438480,27010,611455906,League of Order,15786784,179075664,68658327,31734406,16923087,8122660,724063,352594834,61,128060,127285,177,658754626,638385956,444590309,1723887487,230,172300148,36,69770,7109677455,7127266275,4840533708,4842997709,2661340,229162561,333775228,8044390,3171220,37293561
6957874,Preyta,179798,BR-G,25,156,True,125044024,27010,419436011,League of Order,9777217,125100726,66584486,31732531,18820467,7906540,1035652,247073180,94,73868,116824,478,604676008,710822380,690406344,1520014030,54,958974508,254,115335,5416663330,5609432706,3607055682,3691258080,1739141,169690099,222659310,12340546,2946943,11575045
7581611,恶魔乛Zimomo乄,179798,BR-G,25,156,True,123698066,27010,603305978,League of Order,19758122,126531154,62742223,31732531,18820467,10274570,1521693,415316299,128,108462,256196,609,1478798730,855791456,1000137860,2495289982,96,145502990,39,119893,13295114219,11910426132,9756063513,8690482874,5486644,277273318,267901690,6296093,1320533,50454986
11008400,Bad Man南風,-,-,25,156,True,123128525,156,371545738,Wilderburg,1888500,123497033,63574177,31732531,18820467,9001350,451583,272034782,54,42838,115151,476,1873641329,1903930061,921433981,2164353606,1841,395895151,80,106739,8551403696,8438069216,6011912395,4795118456,3412742,109730119,237500180,2287584,703149,21309846
7750792,UknowIwin,179798,BR-G,25,156,True,121123264,27010,320466575,Springwardens,7004108,143303704,61190801,31734406,18820467,9306470,995695,260192720,139,108947,107399,120,1696452803,3054684069,1441083331,3034417985,7935,223185829,57,112679,7024651478,8850937207,5054563694,4980891728,1774612,119742234,167524892,16018607,7494339,9225461
6914041,FlyingNimbus,179628,B&R,25,156,True,120832763,27010,514827723,League of Order,11180449,150260494,63979325,31732531,18505077,6615830,393990,443755833,59,172277,123448,552,3063985220,1938331981,1717270626,2279378875,2416,60505052,21,135513,6768395057,5633136866,3998889929,3876487120,1913114,233051877,234091202,3224804,912533,43541952
11055044,ᴹᵃᵐᵃ Mia 白迷人,179798,BR-G,25,156,True,119289135,27010,793764635,Wilderburg,29265766,217187190,58720812,31734406,18820467,10013450,5058011,675235398,529,277987,139838,603,522231744,504799739,369780754,2831005564,1550,1113043870,233,82677,11365853545,12680062027,6859260993,6763044202,4717810,366587275,308662901,20891704,7702535,89306629
7772089,ᴴᵃʳˡᵉʸᴰᵃᵛᶦᵈˢᵒⁿ,179798,BR-G,25,156,True,117725414,27010,638221611,League of Order,8885777,130372744,60108671,31734406,18820467,7061870,909059,322977118,914,59698,118180,1922,1394594093,1757789155,1195367852,2115785143,41171,309857914,76,81270,4765113551,4893877158,3170065577,3086901616,967333,131295734,420881874,35546121,22925886,26680503
11066471,阿姆阿姆,179798,BR-G,25,156,True,117514052,27010,627509539,League of Order,20393568,153995067,59115278,31734406,18820468,7843900,2155954,467876728,557,108448,183002,681,1532339217,1400551618,1057579241,3464357461,1042,6683626113,1340,106439,10837865353,10749699301,7830039328,5012300482,2099533,278297284,267801872,13758294,3143353,64252865
12056794,ᵐᵉᵛᶦᵘˢ風藍萬事發,179798,BR-G,25,156,True,116849490,27010,400519983,League of Order,7767207,137342600,58100662,31732531,18820467,8195830,795933,285112491,152,57639,128464,885,1568691564,1435629429,558109804,4315790764,1237,570024976,143,126750,9163473993,7321752533,5260892368,4479885336,3927867,131938450,237598414,3308060,1530468,26075618
7214883,ᴄʟᴀsᴀᴍᴀ,179798,BR-G,25,156,True,116608884,27010,383346738,Wilderburg,12338686,118416621,58059016,31732531,18820467,7996870,920728,240608630,20,24610,199972,69,1933268498,1756471130,1659691117,1977055601,10143,99000000,20,148409,4126028419,4215948613,3647775795,2667874244,2590494,194600187,140353117,1661252,536527,46150314
11005027,Black 黑仔,179798,BR-G,25,156,True,114931464,27010,478155195,Wilderburg,9031899,125577414,56130061,31734406,18820467,8246530,1273914,360892494,511,89912,127869,592,843915310,619983696,720888829,4312967869,81863,582155448,118,75814,10200013992,7578453563,6307296913,5070135344,2782227,173298673,263418083,10168574,4831359,26083045
6990380,КиВи,179628,B&R,25,156,True,114332150,27010,363931930,Wilderburg,7733038,119475100,58355622,31732531,18544827,5699170,76133,272474302,12,13653,151710,623,4203677340,4214831731,2654504390,2812310755,119604,-,-,261306,6156251801,6461541289,4544764427,3781200112,743029,110079968,210888280,14004383,4492169,24466101
6934477,黃老六,179628,B&R,25,156,True,114272312,27010,313990594,League of Order,234000,114274202,55463974,31732531,18820467,7815660,806870,347335092,374,78717,131266,185,1004440233,787661678,757181214,2283547736,2608,50000000,10,61685,6800708868,6712598151,3912010827,3777454817,1291733,111491500,174127907,3402529,2755131,22109286
1239962,Kemkem21,179628,B&R,25,156,True,114096778,27010,365289416,League of Order,12081554,114361492,56028730,31732531,18820467,7515050,595378,340344375,42,43001,183909,434,3640295167,4570169027,2728904421,4012559954,678,103009928,21,123126,5712347887,5937433723,3778764174,2899180925,1306803,197695905,157610505,1923302,537987,7366251
7051363,iamRA,179798,BR-G,25,156,True,113948299,27010,1279366300,League of Order,50386419,152245562,54300751,31732531,18820467,9094550,604899,505552090,19,47679,538494,224,2175367655,1844845055,2310538098,4170633908,512,1056000,1,94637,9863346151,11005582833,9509621117,6881065933,3241222,641618426,560799370,6464305,4279019,66191555
