lord_id,name,alliance_id,alliance_tag,town_center,home_server,in_power_rankings,power,map_id,units_killed,faction,merits,highest_power,legion_power,tech_power,building_power,hero_power,units_dead,units_healed,city_sieges,defeats,victories,scouted,gold,wood,ore,mana,gems,resources_given,resources_given_count,helps_given,gold_spent,wood_spent,stone_spent,mana_spent,gems_spent,killcount_t5,killcount_t4,killcount_t3,killcount_t2,killcount_t1
12918179,Candice Dickfit,183458,ECHO,25,60,True,516257983,27010,878787196,Wilderburg,13291814,516257983,455017970,31734406,18820467,10685140,2087680,621870448,550,267267,157689,428,1620831114,547815994,634815649,4858673189,24,2991319156,606,79370,54111473428,49085135138,36944722467,34240718604,32362834,350456433,491479489,8507030,4667377,23549487
1268188,SоuthernLight,183458,ECHO,25,60,True,501662817,27010,1042369418,League of Order,567931,501662817,440648174,31734406,18820467,10459770,3961497,825581052,981,373982,227595,296,494661092,339412468,326597699,1430845264,92,1256142321,254,37434,17928845043,17005671035,9487836395,11380991598,13331789,502975907,463501973,35490366,17048772,22073788
6420073,Dustinᵂᵃˡˡᶠˡᵒʷᵉʳ,183458,ECHO,25,60,True,333172345,27010,1898946832,Wilderburg,17490894,333665565,272366572,31734406,18820467,10250900,6717188,958620584,3231,380509,320980,1335,2309076648,1074536558,1389147065,6802589126,3,1320704857,274,181878,49372526348,40158761216,29573184422,30587864333,20239302,714302804,1090622408,42903811,13850575,33919413
2807607,NоrthernLight,183458,ECHO,25,60,True,327517672,27010,831892267,League of Order,-,327596622,266822694,31732531,18820467,10141980,4746459,708310776,1133,296654,191207,312,412234390,245534853,290205944,1584045702,229,2995326862,603,47210,14895299567,13425118912,7697847409,8685512113,7732272,410753254,370531244,23201966,8541997,17357371
3277518,iEmperor,183458,ECHO,25,60,True,320198069,27010,1698632459,Wilderburg,20844324,320212139,258396386,31734406,18820467,11246810,6677002,1088807605,1147,421104,372037,977,191229326,77383760,92174222,516477431,100,6114600231,1263,100236,30556022323,27082671979,18775192094,18785513831,12658688,799716017,775876918,47245678,20066468,54729397
2030204,Broke Talal,183458,ECHO,25,60,True,314219071,27010,1117604098,League of Order,9590634,316006831,251724728,31734406,18820467,11939470,3890884,644196373,304,166562,281722,376,1228688430,1253347382,981766226,2326537314,455,533423949,113,132005,12169150363,12222880402,7370218113,7953659814,10180728,569251067,444256539,7637990,3300093,92959179
2436361,ᴸᴵᴳᴴᵀSAOKirito,183458,ECHO,25,60,True,310404182,27010,1254079092,League of Order,18409616,310833972,249628379,31734406,18820467,10220930,3350032,839673481,252,343550,278539,642,721631513,659230659,623242087,1471470073,62,854430376,238,86260,27626175698,25481389050,15607663741,18018066147,12981655,613649873,583105666,19178979,6811991,31093667
7767962,ᴹᴵᴸᴷＧｅｎｅｓｉｓ,183458,ECHO,25,60,True,300632777,27010,729593572,League of Order,25179961,302966691,240046534,31734406,18820467,10031370,3131248,427044205,277,181906,238976,447,446331535,380179004,319415403,1298199589,20,561610803,133,90265,19765083410,16533866611,10184565428,11846474918,12466560,361433580,299702040,29470035,19326479,19447775
4508150,SᴏD,183458,ECHO,25,60,True,299031401,27010,1584061949,League of Order,41282546,316903564,238127448,31734406,18820467,10349080,3383417,1096520590,968,341123,375462,1161,1206293700,939062991,1203423033,4638936265,239,4250003629,881,143076,37512412022,34729044428,23137301228,23354929479,14277988,778233263,612883767,44063620,23445365,125062469
1185328,ᴮʳᵒᵏᵉ Wavy,183458,ECHO,25,60,True,267999391,27010,940698661,League of Order,3670104,267999391,208978858,31734406,18820467,8465660,1322402,694462981,442,181711,276355,238,481254488,417379521,285768273,3467555025,5512,9410843082,1910,69103,8822079873,8791555635,6857026118,6040726470,4668880,488561397,372788699,17391804,7102857,54249180
