lord_id,name,alliance_id,alliance_tag,town_center,home_server,in_power_rankings,power,map_id,units_killed,faction,merits,highest_power,legion_power,tech_power,building_power,hero_power,units_dead,units_healed,city_sieges,defeats,victories,scouted,gold,wood,ore,mana,gems,resources_given,resources_given_count,helps_given,gold_spent,wood_spent,stone_spent,mana_spent,gems_spent,killcount_t5,killcount_t4,killcount_t3,killcount_t2,killcount_t1
3259177,ᴮᴱᴿᵁBaby Majin ʚïɞ,196183,-IR-,25,193,True,204768482,27017,732805549,League of Order,26753209,205300272,143666759,31734406,18820467,10546850,384902,348048090,64,69646,154558,236,783661456,796854582,1430539020,2557315435,10,6836824086,1415,154971,5752276337,5583330314,5011943651,3139306268,5312410,160873277,376973830,27210473,9178827,158327182
7787716,IMightBeKex,196183,-IR-,25,193,True,154319892,27017,779321603,Wilderburg,19635758,169480962,94802644,31732531,18820467,8964250,1798613,467586438,129,106602,200201,754,905210788,762104685,552943496,1859765524,25758,2124143598,458,156455,9894524846,6930320383,5432481283,4400838692,4811331,283723009,374676016,12179286,4787643,103901148
7419084,Lady Sicarii ツ,197095,-IA-,25,193,True,136481433,27017,461242908,League of Order,10831738,136481433,78549115,31732531,18820467,7379320,628616,339928158,198,62943,109763,279,1099885845,890784739,754602696,1503512921,20,1838873398,373,76326,6513915176,5433207383,3844535825,3469094994,370849,142276111,269161696,9387252,4643693,35682419
4288431,ᴶᵘˢᵗNatsuᴸᵉᶜᵒ,196183,-IR-,25,193,True,133427282,27017,614043887,Wilderburg,19741338,144667749,74129424,31732531,18820467,8744860,1507369,516044180,654,174906,131307,1879,5575542873,5051376417,1948031605,4000344108,11841,6491362756,1361,164806,12350637373,12859770134,5653349686,5743320951,2599137,174340361,288444510,6231023,2766487,141789557
7855866,Zylas,-,-,25,193,True,128979020,193,550856116,League of Order,19574153,128979020,70995152,31732531,18820467,7430870,1603751,420131386,189,68120,175567,501,2926756093,1793082545,1383563253,2389689118,31433,935193628,204,190122,9449108925,8669368938,5193632254,5213886808,2578412,197407423,241553648,2173052,2355396,107220453
8180277,MP 愛 ᴱᴳᴼ,196183,-IR-,25,193,True,122481255,27017,1135098056,League of Order,20847022,143540475,63498787,31732531,18820467,8429470,589710,488025713,68,81642,266258,1003,1444759646,1243309310,1138179832,3126365207,9662,3780964396,797,165472,11768233976,11712849594,7698075375,6548234411,2838492,387942322,635664288,33929043,10113703,67348363
5260453,CozzMo,196183,-IR-,25,193,True,120323038,27017,382514912,League of Order,22590767,121768768,62358570,31732531,18820467,7390310,332711,369667901,69,66969,173352,261,1245268656,1428813420,1144184156,3380818751,70,4600000,1,118205,9139547793,10165799712,6812786274,6622047689,2355605,164970259,184217104,4799379,1122176,27353098
4892992,ᴶᵘˢᵗHappy,196183,-IR-,25,193,True,118573720,27017,673046062,League of Order,31988822,118598040,60851192,31732531,18820467,7169530,1513773,398751056,284,49578,219463,345,1335989054,1712098407,1339911156,3251714655,372,336298063,88,106601,7728272313,8758940840,5693550509,5211702328,1113798,223963773,264705683,3933756,5111550,175063078
8095855,Hanhkoem 고수,196183,-IR-,25,193,True,116662065,27017,318564402,League of Order,14029248,116662065,61260437,31732531,17955727,5713370,128314,368870207,3,18966,133815,463,4743041698,3753672801,3539280961,3142530884,75754,35108423,11,164285,7148477302,6543123426,5373157886,3774833098,1680895,116596155,154000985,417430,156874,47391029
7881550,Cernooooo,196183,-IR-,25,193,True,114431549,27017,244872832,Wilderburg,50528,114431549,56581981,31732531,18820467,7296570,850256,182805721,41,19349,83120,345,808602943,617332709,763473076,1125204484,4403,-,-,75939,5760620698,4741227564,3781118238,3262758603,1897657,75469206,153337765,844569,405431,14791604
7929268,Qızılbaş,196183,-IR-,25,27017,True,114037508,-,212816091,-,-,114266848,55358630,31732531,18820467,8125880,431922,206935545,29,45716,110385,242,2468081493,2323350987,1453730454,1390078229,22038,7016225,8,102399,3998331001,3816365404,2790620793,2403136740,2594004,87429652,114130609,2130913,555135,8555223
2617451,乂 Smoky 乂,196183,-IR-,25,193,True,113392468,27017,402171546,League of Order,7674209,117315798,55781740,31732531,18740967,7137230,578576,198446435,70,34674,103778,505,129964207,213985869,301319916,386851368,3,5000207,4,55793,3121700204,2667820337,2255033329,2037413635,2102749,138862551,236826330,5184422,1561859,19702981
1282449,Darkraid M,196183,-IR-,25,193,True,111245610,27017,378423133,Springwardens,9713043,111844324,53271052,31732531,18820467,7421560,1606726,255791517,178,50836,97921,234,1611323556,1510629852,1463239747,1964414991,1436,-,-,75973,5039571589,4255055290,4199020258,3543770077,815179,91631222,271396745,5243393,2832098,7213498
8167807,OldOrc,196183,-IR-,25,193,True,111164822,27017,311702978,Wilderburg,13199596,121517044,51665164,31732531,18820467,8946660,698748,288731463,5,110511,51578,99,264189508,302033208,265962399,556572762,49,2278819,1,53221,7133046867,6632605046,2307652160,3744137550,2443561,86576721,199191591,9848766,5722156,10354762
7849661,DOEDEN D MFᴹᴵ,196183,-IR-,25,193,True,110591790,27017,438713517,Wilderburg,15522633,110591790,53516707,31734406,18820467,6520210,1195378,257644169,605,50721,100462,1119,927703997,633060702,966698073,1307943862,1174,2047601810,444,77214,6154882917,4931021121,4436427976,3397190229,1143292,146561914,261371854,11132393,6546336,12650153
8144341,Thunder707,196183,-IR-,25,193,True,109350787,27017,224055675,Springwardens,9179109,109350787,51848019,31732531,18820467,6949770,25279,277008997,4,42929,130339,155,6164428802,6010141366,4073579649,2277242148,104139,-,-,295208,4021445293,3998683036,2445174086,2098506047,1756507,76228725,136411421,2885821,916920,7605686
8105817,Barret7,196183,-IR-,25,193,True,109350519,27017,625274881,League of Order,20939287,109610269,50800850,31732531,18820468,7996670,485536,311695629,137,41660,137024,3202,1837635549,1760039185,1316851105,2431129900,7763,1291868942,296,136094,5099446112,4678397275,2952151560,2765028699,1559646,136959904,409113046,21003051,9266523,48730979
4275754,ᴶᵘˢᵗTitiᴬⁿᵈLeco,196183,-IR-,25,193,True,108296123,27017,300018188,League of Order,12107192,108938609,50752396,31366440,18820467,7228820,1008017,390843206,89,40680,118702,659,3006840621,3271753720,2213468182,2679815951,2425,2177157128,446,174793,8222274614,8810613837,5874188757,4142421864,1094091,77546563,133369322,1695535,812882,86480804
8128713,Trig㋡,196183,-IR-,25,193,True,107659114,27017,1357892531,League of Order,37230146,204805574,48312900,31734406,18820468,8791340,5950758,636924964,1705,216933,193983,1464,738762187,671100541,512263297,4555441649,3149,1509290115,322,135356,10769713687,10121786458,4446356743,5638577274,4269819,372790320,853008731,33901444,8395103,88918110
8159557,DaHaSh 乂,196183,-IR-,25,193,True,106753619,27017,685729258,Springwardens,20543935,147456122,46959001,31732531,18820467,9241620,2115069,483605227,389,115187,133153,937,764704526,516151783,622070709,1763459274,342,2548795100,532,94764,8630797572,8921820995,4919929864,4776908509,4408526,239756547,407480853,8234268,4510887,25455720
7960754,ᵏᵃʳᵒˡᵒYakisoba,196183,-IR-,25,193,True,106352668,193,193963125,League of Order,-,106352668,48329430,31732531,18820467,7470240,325649,162073261,32,44546,96631,83,955967385,837251646,1071630256,1743650725,2788,20000000,4,83759,4076335597,4039288161,3091806556,2520718441,1365930,63572614,118948837,5473131,3209531,2724748
8148309,Jurban,196183,-IR-,25,193,True,106325295,27017,315963674,League of Order,15652231,117537835,48793877,31732531,18820467,6978420,66709,217505083,36,51415,143570,153,1368139110,2087387424,1400592168,2155640666,725,10000000,2,78441,5271769677,6568725276,4263753215,4014048435,1237690,130258218,174500122,1918335,935714,8307337
7779530,SeanB,196183,-IR-,25,193,True,106294103,27017,313087419,League of Order,14393747,119014081,47661355,31732531,18820467,7866990,1780236,339455056,89,98486,102663,166,1706856179,1433922548,941000482,1026263067,68,225593953,51,75772,8805851266,8384599334,3057923809,4487373427,2773330,107484142,124614738,2749385,1960496,76186950
1231267,Ukulelista,196183,-IR-,25,193,True,105266588,27017,229504359,League of Order,15676604,107641518,46678930,31732531,18820467,8021460,1035363,286857401,80,39754,144686,298,2930671900,2849683840,2395529127,2946026790,1777,63960104,20,265710,4298996305,4879753692,3334614557,2957525484,1221049,98621433,98247142,1909467,555776,29898419
8120075,Poshrocky,197095,-IA-,25,193,True,105230123,27017,244560930,League of Order,14989577,109903251,44361215,31732531,18820467,10294390,490215,318647071,46,47926,85987,1073,3130258536,2972150584,1786862833,1752245219,2804,15000000,3,70384,9145440421,8461381071,5768895962,4682208570,2763388,85437642,113623210,1133429,561231,43758754
