lord_id,name,alliance_id,alliance_tag,town_center,home_server,in_power_rankings,power,map_id,units_killed,faction,merits,highest_power,legion_power,tech_power,building_power,hero_power,units_dead,units_healed,city_sieges,defeats,victories,scouted,gold,wood,ore,mana,gems,resources_given,resources_given_count,helps_given,gold_spent,wood_spent,stone_spent,mana_spent,gems_spent,killcount_t5,killcount_t4,killcount_t3,killcount_t2,killcount_t1
1209648,BLIИK,275330,BTX',25,99,True,423347785,27010,2133268229,Wilderburg,11590147,426275499,360850542,31734406,18820467,11937140,10425784,1343439054,5525,399341,353293,2450,1849949694,730155612,861836888,1584805284,26,1915283670,395,97694,70739847682,61317880433,47890276393,47803041890,33507695,1049394286,870473969,66765435,41815691,94247234
1038031,BoàtyMcBoatFace,275330,BTX',25,99,True,398037265,27010,1350296823,Wilderburg,17729450,513124297,336644012,31734406,18820467,10838380,8880484,958808635,819,317128,228877,603,1062586403,1892141241,919063874,1015949852,403,3514333162,721,87922,38599281253,41482018856,34808520832,29885488937,32927250,721486233,496582286,27701378,10568654,92688674
2554608,Joker7even,275330,BTX',25,99,True,271415385,27010,1749714183,League of Order,22443297,418759827,210294202,31734406,18820467,10566310,6208530,1077086735,1172,372885,342816,1563,167583912,129390168,47358164,385965273,68,15728490925,3247,64766,26515730696,23229566689,17945402629,17358289271,13858094,859938331,766381073,34580800,15497457,72820808
5272529,Humble Soju,275330,BTX',25,99,True,261583364,27010,1902296876,League of Order,22609260,434489669,200827241,31734406,18820467,10201250,16081493,1033570619,2300,339575,273149,549,208771236,93459945,343568551,880594145,228,10632003291,2283,76164,32140669525,28506602540,17471890785,19705544622,17863028,722758087,959432824,92484152,50923895,71968409
3238703,SugarWoogy,344069,WYFM,25,99,True,260771109,27010,984977339,Wilderburg,6220797,262045229,200141671,31732531,18820467,10076440,8666752,752251175,2316,291132,185970,1026,6670094,9190161,2470370,13766232,2,331415258,67,48212,33483088570,34564816898,33962239312,27210629884,20297461,529595357,380002555,27546499,13254340,32525022
6384066,lIIIlIlllIlIllI,275330,BTX',25,99,True,233666077,27010,1504944191,Wilderburg,12042595,291486097,171740554,31734406,18820467,11370650,1132582,654400464,175,73365,264618,720,3588118158,2935755577,1934255667,3883426701,21345,3773922661,774,221038,16974915653,16948696921,10565980003,9275964207,9810839,345437071,1043738318,49008434,23027103,43504213
5000607,S O R E N,275330,BTX',25,99,True,228321959,27010,1675906966,League of Order,11378168,319898879,167116766,31734406,18820467,10650320,4075380,797501862,1057,174499,424359,376,431882604,446271360,268913955,4000429610,126,405533838,90,99042,7672216892,8242424582,3236782102,4002922005,9891748,685694757,883164640,38284692,13442378,54778369
1521335,2K2Ę,275330,BTX',25,99,True,217490684,27010,570150631,Wilderburg,4251484,217496014,157227391,31734406,18820467,9708420,2692315,458608913,1005,90612,219140,929,2625003705,1874105493,1617354917,1053240327,15769,7083150367,1420,142674,21433026307,20387014729,16324626968,12960129978,9111790,309809289,217985165,13745831,7229317,19324985
5878380,Pingᴰᴱᴹᴼᴺァ,275330,BTX',25,99,True,210487393,27010,988243839,League of Order,7059270,240766322,151017129,31734406,18820468,8915390,2436631,544475565,457,214677,201954,552,488516147,276604110,154651381,831280804,236,10443385677,2268,127557,15627885182,13996430861,8118437831,8645642436,5562421,261401632,661499466,8548337,2365836,54233253
8445937,イチゴichigo,275330,BTX',25,99,True,205083959,27010,1443538729,League of Order,14349926,216268729,143699466,31734406,18820467,10829620,2258548,639004002,811,193673,244364,740,276609377,173642975,289031676,3008488918,207,2896096707,645,161370,28829818129,27427463754,19260042892,18711730647,10216636,446860250,846597905,36966509,19502182,92607324
