lord_id,name,alliance_id,alliance_tag,town_center,home_server,in_power_rankings,power,map_id,units_killed,faction,merits,highest_power,legion_power,tech_power,building_power,hero_power,units_dead,units_healed,city_sieges,defeats,victories,scouted,gold,wood,ore,mana,gems,resources_given,resources_given_count,helps_given,gold_spent,wood_spent,stone_spent,mana_spent,gems_spent,killcount_t5,killcount_t4,killcount_t3,killcount_t2,killcount_t1
1038031,BoàtyMcBoatFace,275330,BTX',25,99,True,505287890,27010,1356000649,Wilderburg,20046705,513124297,443889087,31734406,18820467,10843930,8928790,974247566,819,319403,231493,605,1062586403,1892141241,919063874,1016940036,403,3514333162,721,88143,39341030060,42225297663,35548519639,30427850719,33216430,727086246,496642710,27701397,10568654,92732044
1209648,BLIИK,275330,BTX',25,99,True,422434775,27010,2140394784,Wilderburg,14804400,426275499,359906142,31734406,18820467,11973760,10520393,1351969952,5525,402548,355132,2450,1851083694,738597612,864032262,1611224064,26,1915283670,395,98232,70743163682,61318974433,47890276393,47803463390,33654865,1056201006,870793299,66765435,41815691,94247739
2554608,Joker7even,275330,BTX',25,99,True,313539117,27010,1762967415,League of Order,27813518,418759827,252437864,31734406,18820467,10525570,6339458,1091678952,1172,381496,344509,1563,167583912,129390168,47358246,385965291,68,15728490925,3247,65088,27259223654,23975541647,18252114595,17765623832,13883082,871370664,767568824,34580896,15497457,73452856
5272529,Humble Soju,275330,BTX',25,99,True,308210114,27010,1908268547,League of Order,25372815,434489669,247441541,31734406,18820467,10213700,16160402,1044988752,2300,347190,274312,549,208771236,93459945,343568551,882484145,228,10632003291,2283,76384,32780926733,29146732748,17482258785,20028447726,18015556,728060774,960037988,92484265,50923895,72032116
5000607,S O R E N,275330,BTX',25,99,True,253362479,27010,1682059088,League of Order,13892475,319898879,192136406,31734406,18820467,10671200,4127193,805049539,1057,176978,428547,376,434276604,446271360,268913955,4026296355,126,405533838,90,99485,7684852892,8254453582,3238654102,4003647005,10179288,691332709,883678809,38284693,13442378,54778369
6384066,lIIIlIlllIlIllI,275330,BTX',25,99,True,252797907,27010,1507142422,Wilderburg,12947176,291486097,190881754,31734406,18820467,11361280,1132582,662030064,175,75562,265697,720,3588118158,2939592277,1935148692,3929542289,21525,3773922661,774,222002,17011268492,16987075760,10587468978,9280427529,9895291,347356000,1044017620,49008434,23027103,43504213
4697590,ᴇ  ᴠ  ᴀ,275330,BTX',25,99,True,245765973,27010,855675021,League of Order,8617535,251179670,185564539,31734406,18820468,9646560,1572164,633901826,508,188702,188126,742,427512795,267965989,401241452,3124755702,133,894141946,184,107329,8394380640,8268809766,5186555228,4756228124,2668356,334145418,421918169,29929050,19063904,49859077
3238703,SugarWoogy,275330,BTX',25,99,True,245328629,27010,987101841,Wilderburg,7319999,262045229,184685241,31732531,18820467,10090390,8707577,754127341,2316,293997,186503,1027,6670094,9190161,2470370,13766232,2,331415258,67,48392,33493430570,34576096898,33970783312,27218619384,20502124,531603255,380073522,27546507,13254340,32570651
4280857,Narr,275330,BTX',25,99,True,237021346,27010,1143391632,League of Order,5323109,237021346,175695183,31734406,18820467,10771290,144312,454845688,57,129415,194939,262,542169421,415725912,270197038,871282245,270,5221401555,1093,62631,8225299847,7313555210,3984667162,3968313430,4862442,313929790,684894365,61821646,49824322,32763481
5522675,ᴅᴀʀᴋメ,275330,BTX',25,99,True,217942729,27010,888532470,League of Order,14749030,219082859,156277356,31734406,18820467,11110500,1063436,484530978,293,141732,283505,280,578198688,480974415,479212361,1686723548,116,908824969,188,154305,11835196140,11182243269,7177302356,6713007549,8323319,440690635,365876109,7241236,4476156,70115804
1521335,2K2Ę,275330,BTX',25,99,True,217617154,27010,571201219,Wilderburg,4701164,217689914,157082491,31734406,18820467,9913790,2707438,461320109,1005,90996,221177,929,2625003705,1874105493,1617354997,1079540403,15769,7083150367,1420,143754,21439041307,20391881729,16339626968,12960537978,9129526,310746198,218012594,13745831,7229317,19411235
4833590,BaBa Is Back,275330,BTX',25,99,True,214300873,27010,937029046,Wilderburg,6087970,220505833,153722110,31734406,18820467,10023890,927153,453924267,207,131917,188868,526,817955875,520804931,549046427,1279538038,148,698586712,158,110851,12959146712,8666323792,6638842106,6807474512,6045406,252209900,587828494,27508874,13395896,55887516
4956028,ʳˢˢKangkung,275330,BTX',25,99,True,213548062,27010,901605272,League of Order,6843849,229328822,154248869,31734406,18820467,8744320,579022,560191447,216,224672,186037,338,466725963,512483000,447930738,4571235343,385,1485176583,304,64272,6834762633,7590126277,3060289322,4069205482,3418031,310353277,513374151,36436415,20287127,20944067
2189543,ᴿᵒʷRomolusRemus,275330,BTX',25,99,True,213313822,27010,1563798466,League of Order,20635755,284454368,153334564,31732531,18820467,9426260,822936,933472869,460,179395,496899,901,153992516,293411394,300365192,6168203019,24,4203748833,868,136298,14003941834,13170577185,9699779455,8706931719,3733138,750076623,603265177,24189231,8455987,177560596
