lord_id,name,alliance_id,alliance_tag,town_center,home_server,in_power_rankings,power,map_id,units_killed,faction,merits,highest_power,legion_power,tech_power,building_power,hero_power,units_dead,units_healed,city_sieges,defeats,victories,scouted,gold,wood,ore,mana,gems,resources_given,resources_given_count,helps_given,gold_spent,wood_spent,stone_spent,mana_spent,gems_spent,killcount_t5,killcount_t4,killcount_t3,killcount_t2,killcount_t1
3259177,ᴮᴱᴿᵁBaby Majin ʚïɞ,197095,-IA-,25,193,True,200782902,27017,710413866,League of Order,19820176,205300272,139695179,31734406,18820467,10532850,369103,337415050,64,64723,144862,236,783661340,796854582,1430238180,2512817022,10,6836824086,1415,154760,5700662663,5532388934,4972626917,3098376290,5245490,147817462,369198968,27173959,9177880,156803637
8128713,Triggos 193,197095,-IA-,25,193,True,196982344,27017,1310818618,League of Order,22116806,204805574,137633560,31734406,18820468,8793910,5821728,616748328,1689,201381,188467,1416,738747413,671098759,511662612,4555441649,3149,1509290115,322,134579,10676918473,10030221569,4436258726,5599657723,4197152,347740823,836202105,33894608,8394156,83715498
7787716,IMightBeKex,196183,-IR-,25,193,True,161868952,27017,760082693,Wilderburg,12855988,169480962,102354314,31732531,18820467,8957750,1778219,456592752,128,98225,195925,754,892547788,755085844,552943496,1849597953,25518,2124143598,458,155871,9838130046,6871544983,5393705083,4349079492,4799331,273233128,367594049,12175820,4787640,102242115
8180277,MP 愛 ᴱᴳᴼ,197095,-IA-,25,193,True,142741961,27017,1111376703,League of Order,12969667,143540475,83771443,31732531,18820467,8417520,575141,479646965,67,75752,260393,984,1444759472,1243271430,1138178045,3126365207,9662,3780964396,797,165405,11404622459,11349500077,7567899572,6326343835,2837572,375099460,625469011,33923816,10113519,66670666
4288431,ᴶᵘˢᵗNatsuᴸᵉᶜᵒ,197095,-IA-,25,193,True,142434029,27017,577702943,Wilderburg,10457756,144667749,83143231,31732531,18820467,8737800,1463044,500169346,643,157734,128835,1857,5566644116,5035589322,1947729683,3935250150,11831,6491362756,1361,164414,12229662131,12773764868,5583167469,5659376821,2448231,159601365,278685362,6213818,2764998,129969679
7419084,Lady Sicarii,196183,-IR-,25,193,True,133723483,27017,453577572,League of Order,7857490,135648643,75986115,31732531,18820467,7184370,620400,331514156,197,58534,108041,274,1087512653,890783965,754602696,1490954818,20,1743873398,354,75780,6236582278,5300062704,3758306226,3362027937,368369,137899520,266414979,9375701,4641224,35155561
8159557,DaHaSh 乂,196183,-IR-,25,193,True,129465212,27017,660400695,Springwardens,11764291,147456122,69743824,31732531,18820467,9168390,2084748,469656079,387,106011,128713,935,764704470,515328263,621769891,1754647095,342,2548795100,532,94387,8563906020,8858049893,4899798812,4736884695,4369773,224429425,398969489,8207175,4510226,23996762
7855866,Zylas,-,-,25,193,True,128979020,193,550856116,League of Order,19574153,128979020,70995152,31732531,18820467,7430870,1603751,420131386,189,68120,175567,501,2926756093,1793082545,1383563253,2389689118,31433,935193628,204,190122,9449108925,8669368938,5193632254,5213886808,2578412,197407423,241553648,2173052,2355396,107220453
5260453,CozzMo,197095,-IA-,25,193,True,121481338,27017,364335817,League of Order,17131793,121481338,63566430,31732531,18820467,7361910,326614,360894595,69,63756,167431,260,1245252334,1428810003,1144184156,3330813445,70,4600000,1,117694,9089560041,10117542960,6789962274,6586278189,2309646,154796409,178593564,4797821,1122134,24972993
4692688,Dresdan,196183,-IR-,25,193,True,121233748,27017,325102910,League of Order,13028541,134115118,60826070,31732531,18820467,9854680,719336,322484446,38,78227,128968,80,2009434538,2367816341,1128423105,1917238482,70,-,-,101165,9729976211,10822115433,6054526953,6329267123,5623291,157944870,145870739,1613669,999419,18617343
4892992,Le Nullos,196183,-IR-,25,193,True,118583690,27017,638035383,League of Order,20412671,118598040,60871162,31732531,18820467,7159530,1463776,386426647,283,47516,204978,343,1335986249,1704988514,1339911156,3230968768,372,336298063,88,106069,7540657628,8571525544,5624321534,5082964430,1099478,205090945,250281703,3887712,5110986,173402232
8148309,Jurban,197095,-IA-,25,193,True,117362305,27017,296067271,League of Order,8902454,117362305,59846417,31732531,18820467,6962890,66709,208031103,36,47126,135291,153,1368139110,2083834715,1397976005,2149935806,725,10000000,2,77892,5238503677,6531137276,4246977215,3986383435,1230988,119400908,166412285,1912989,935714,7361427
2617451,乂 Smoky 乂,197095,-IA-,25,193,True,117214798,27017,395355881,League of Order,5485151,117214798,59609070,31732531,18740967,7132230,578576,195551229,70,33115,102165,505,129964207,213985869,301319459,386851368,3,5000207,4,55773,3114886204,2659676337,2249849329,2034153635,2078399,135026959,233903961,5182361,1561858,19647339
4254007,Mac phall,196183,-IR-,25,193,True,116775056,27017,362362518,League of Order,13625105,119809133,58162468,31732531,18820467,8059590,796212,286255992,138,42809,143326,834,1190262014,1359825344,835600595,1766093040,1590,20414797,5,103926,6171284489,6343481274,3780574783,3492329208,3452000,123995670,198576762,3364176,2401385,33945985
8210345,Kasper1987,196183,-IR-,25,193,True,116160893,27017,480962751,Wilderburg,14525241,125298593,56902665,31732531,18820467,8697010,438668,405860011,201,71484,115832,882,1612525804,1123411821,868865650,2270465116,621,142118441,42,94564,10143557892,8113051024,5876616237,5410084516,3546596,190883967,202177032,5116529,4927831,77705320
8090141,乂 Embassy 乂,197095,-IA-,25,193,True,115101543,27017,266914548,League of Order,7441227,115101543,57254655,31732531,18820467,7293890,313178,275875599,-,32266,93832,33,4320820177,4190059755,2061781432,2127419399,3887,78446901,18,144113,5401968998,5643275670,2816379468,2518724648,2710657,84225487,142132294,781209,263385,39488051
7881550,Cernooooo,196183,-IR-,25,193,True,114431549,27017,244872832,Wilderburg,50528,114431549,56581981,31732531,18820467,7296570,850256,182805721,41,19349,83120,345,808602943,617332709,763473076,1125204484,4403,-,-,75939,5760620698,4741227564,3781118238,3262758603,1897657,75469206,153337765,844569,405431,14791604
1282449,Darkraid M,197095,-IA-,25,193,True,110739158,27017,360902600,Springwardens,3875927,111844324,52791600,31732531,18820467,7394560,1582155,242482163,178,45473,94846,234,1611323556,1510625905,1463239506,1949420679,1436,-,-,75673,4486436296,3790724856,3835261267,3160485074,810095,82759860,263988980,5242644,2832006,5975055
6993747,ÐooM,196183,-IR-,25,193,True,109010628,27017,97892530,League of Order,4448841,109065518,51088750,31732531,18621717,7567630,569586,120665866,57,34185,66320,386,1108104148,1031775923,477888374,848016491,19,19165139,5,51779,4229214488,4470830129,2805402254,2657044303,1608337,36759158,55495845,2187354,1273806,2131284
7929268,Qızılbaş,197095,-IA-,25,193,True,108656348,27017,208277857,League of Order,7794931,114266848,49999470,31732531,18820467,8103880,430615,203502729,29,44993,108291,241,2462516046,2319304022,1450078983,1384200871,22038,7016225,8,102198,3957603001,3769723404,2764796793,2359789240,2579326,84683798,112647633,2130455,555131,8246281
4275754,ᴶᵘˢᵗ Just ᴶᵘˢᵗ,196183,-IR-,25,193,True,108577575,27017,287125454,League of Order,7058007,108577575,51047798,31366440,18820467,7214870,982888,378977493,89,36957,115369,656,3003721006,3259828310,2211689917,2619312041,2425,2177157128,446,174393,8167192063,8750842286,5831331095,4098606435,1058951,69752767,128859905,1692071,812852,85898982
7779530,SeanB,196183,-IR-,25,193,True,107762557,27017,303694613,League of Order,10224033,119014081,49369569,31732531,18820467,7839990,1699960,330051754,85,92207,100324,156,1706453978,1425005809,940980277,1026262901,68,225593953,51,75163,8459812301,8054483969,3021629609,4302173964,2723975,101443704,121471347,2746885,1960493,75988130
1279366,ⁿᵃˢRairond,196183,-IR-,25,193,True,107467174,27017,636487726,League of Order,15560326,108371340,49766866,31732531,18664077,7290550,1722069,309193263,540,30763,138148,409,1824667506,1257687438,680502142,1145117081,11746,250601473,63,98048,7848376200,6687914491,4457134185,3781619247,1570434,135612077,377200705,9309794,4120890,110042732
8144341,Thunder707,196183,-IR-,25,193,True,106977947,27017,216547017,Springwardens,6324127,108941887,49519079,31732531,18820467,6905870,25279,269576046,4,40341,127017,155,6099631550,5956403522,4044662717,2257607288,103346,-,-,293945,3976536293,3953585036,2421006086,2078314547,1730653,71362395,133776691,2884790,916880,7599159
1231267,Ukulelista,196183,-IR-,25,193,True,106886008,27017,213724426,League of Order,10001349,107437878,48036350,31732531,18820467,7976660,979153,276194637,80,37540,136824,298,2912093356,2834066972,2390746656,2923523191,1768,63960104,20,263997,4236124364,4816706912,3297319837,2904676917,1189624,90459562,91640733,1907876,555640,28901672
7960754,ᵏᵃʳᵒˡᵒYakisoba,196183,-IR-,25,193,True,106027668,193,193963125,League of Order,-,106027668,48009430,31732531,18820467,7465240,325649,162053518,32,44546,96155,83,955967385,837251646,1070874256,1742264725,2788,20000000,4,83735,4057544597,4018558161,3077982556,2507618441,1365320,63572614,118948837,5473131,3209531,2724748
7849661,DOEDEN D MFᴹᴵ,196183,-IR-,25,193,True,105892934,27017,438713517,Wilderburg,15522633,108034018,48778901,31734406,18820467,6559160,1195378,256214802,605,50689,99531,1118,926390266,633060702,966698073,1253522854,1174,2047601810,444,76901,6107500417,4883693621,4417986186,3371114129,1137392,146561914,261371854,11132393,6546336,12650153
4558387,RaphaSucks,196183,-IR-,25,193,True,105827793,27017,251323251,League of Order,10237086,111123795,49111185,31732531,18523647,6460430,759293,241023251,58,38597,106149,415,1448229718,2157373315,1331588474,1751127049,6,250663551,100,66296,3087521172,3477864305,2193592407,2089908865,711379,114609740,103446359,3757864,2008147,27383875
8095855,Hanhkoem 고수,196183,-IR-,25,193,True,104717543,27017,307608406,League of Order,10168122,116100345,49304255,31732531,17955727,5725030,128314,359664512,2,18546,129328,461,4712368207,3720677607,3512982398,3107862934,74675,35108423,11,163670,7101586799,6500092179,5365132526,3767681398,1657478,109956019,149862711,416632,156761,47214354
8130069,Sancho,197095,-IA-,25,193,True,104584881,27017,377022502,League of Order,8008217,105430811,48240893,31732531,18342127,6269330,322589,257131568,340,20482,135987,546,605322611,541373769,482967543,2137699508,1326,34960000,8,143345,6484822659,6382442392,4340724610,3752166171,1788405,99146977,241450982,11493996,5146267,19550321
7770073,ₑᵥᵢₗV3X,196183,-IR-,25,193,True,104386463,27017,404732877,League of Order,13455970,104386463,44890575,31732531,18820467,8942890,172876,338950965,27,25538,157705,993,2762375710,2514754764,1099149719,2541050963,108808,461530421,103,127340,5891086614,6039010740,2956985087,2170344594,1659802,144418326,157090118,1531476,1007378,100673765
8105817,Barret7,196183,-IR-,25,193,True,104231599,27017,602209481,League of Order,13093866,109610269,45687900,31732531,18820468,7990700,477977,301632885,137,38393,128055,3193,1836506648,1759638396,1308295617,2408054400,7763,1291868942,296,135852,5035095632,4624803571,2911791466,2734397553,1554046,123587438,399708699,20987849,9266520,48457597
